siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
sepi,SEDGWICK PEAK,ID,42.51666667,-111.95,241.8333333,0,.......................,741,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
sero,JOHN DAY RIVER AT SERVICE CREEK,OR,44.8,-120,0,US/Pacific,52:54.7,0,ft,0,,,,hydromet,USGS,PN,1.71E+11
sevw,"FDR Lake at Seven Bays Marina, WA",WA,47.85305556,-118.3411111,1300,US/Pacific,33:03.1,0,ft,0,,,,hydromet,,PN,1.70E+11
sexw,"Selah-Moxee Canal Nr. Pamona, WA",WA,46.70388889,-120.4727778,1060,US/Pacific,08:42.9,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
sfbo,"South Fork Little Butte Creek Canal nr Lakecreek, OR",OR,42.40944444,-122.6025,0,US/Pacific,14:20.9,14339400,ft,0,,,,hydromet,BFO (M),PN,1.71E+11
sfci,"Salmon Falls Creek nr San Jacinto, NV",ID,41.944722,-114.688611,0,US/Mountain,00:00.0,13105000,ft,0,,,,hydromet,usgs,PN,1.70E+11
sflo,"South Fork Little Butte Creek at Mouth, OR",OR,42.41805556,-122.6125,1950,US/Pacific,29:51.5,14341610,ft,0,,,,hydromet,owrd,PN,1.71E+11
sfmo,"South Fork Malheur nr Riverside, OR",OR,43.51916667,-118.1672222,3370,US/Mountain,.......................,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
sfni,South Fork Boise River at Neal Bridge nr Arrowrock D,ID,43.55055556,-115.7219444,3200,US/Mountain,37:15.9,13192200,ft,0,,,,hydromet,usgs,PN,1.71E+11
sfpi,SF Coeur d Alene River nr Pinehurst,ID,47.551944,-116.236389,0,US/Pacific,.......................,12413470,ft,0,,,,hydromet,usgs,PN,1.70E+11
sfsi,EF of SF Salmon River at Stibnite ID,ID,44.90583333,-115.3283333,6460,US/Pacific,00:00.0,13311000,ft,0,,,,hydromet,usgs,PN,1.71E+11
sgwi,STEWART GULCH WEST RIDGE,ID,43.70222222,-116.1205556,5240,US/Mountain,24:40.7,0,ft,0,,,,hydromet,,PN,1.71E+11
shai,SHANGHI SUMMIT,ID,46.55,-115.7333333,191.1666667,0,.......................,747,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sharesco,"Shadow Mountain Reservoir, Grand County, Co",CO,40.20722,-105.84167,8365,MST,,,,,,,,,,GP,
sheo,"Baltzor Ranch near Sheaville, Oregon",OR,0,0,0,US/Pacific,,0,,0,,,,hydromet,PNRO,PN,
sher,"Lake Sherburne, Swift Current Creek Near Babb, Mt",MT,48.82833,-113.52111,4803,MST,,,,,,,,,,GP,
shli,"Shelley, Idaho Weather Station",ID,43.43452,-112.14273,1417,US/Mountain,3/13/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
shpw,SHEEP CANYON,WA,46.18333333,-122.25,188.5,0,.......................,748,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
shr,"Shadehill Reservoir On The Grand River, South Dakota",SD,45.75333,-102.20333,2320,MST,,,,,,,,,,GP,
shwi,SHERWIN,ID,46.95,-116.3333333,169.3333333,0,.......................,752,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
shyi,"Snake River near Shelley, ID",ID,43.41305556,-112.135,4599,US/Mountain,00:00.0,13060000,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
sifi,"Snake River near Idaho Falls, ID",ID,43.604722,-112.058611,4740,US/Mountain,00:00.0,13057155,ft,0,,,,hydromet,usgs,PN,1.70E+11
sigm,"Saint Ignatius, Montana AgriMet Weather Station",MT,47.32527,-114.08416,908.3,US/Mountain,3/28/1991,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
silo,"Silver Creek near Silver Lake, OR",OR,43.110973,-121.069165,4385,US/Pacific,27:15.0,10390000,ft,0,,,,hydromet,owrd,PN,1.71E+11
silw,"Silcott Island, Washington AgriMet Weather Station",WA,46.41861,-117.18472,251.46,US/Pacific,7/18/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
site00,Ephrata - North Relay,WA,47.48319,-119.33056,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site01,Ephrata - Main Canal Headworks,WA,47.61739,-119.30009,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site02,Ephrata - MC Mile 0.2 Gage,WA,47.61409,-119.30294,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site03,Ephrata - MC Summer Falls Check,WA,47.50606,-119.29497,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site04,Ephrata - Billy Clapp Lake Headworks,WA,47.44815,-119.25421,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site05,Ephrata - MC Bifurcation,WA,47.4222,-119.3692,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site06,Ephrata - ELC Mile 0.6 Gage,WA,47.41344,-119.36209,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site07,Ephrata - Moses Lake Outlet,WA,47.08001,-119.33361,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site08,Ephrata - Potholes Canal Headworks,WA,46.9828,-119.25857,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site09,Ephrata - Potholes Resevoir Gage,WA,46.98293,-119.27509,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site10,Ephrata - WC High Hill Check,WA,47.40325,-119.48222,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site101,Ephrata - Brook Lake Gage,WA,47.42798,-119.2736,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site102,Ephrata - ELC 29 HeadGate,WA,47.12928,-119.1649,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site103,Ephrata - WC 69 Mile Check,WA,46.93185,-119.58117,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site104,Ephrata - WC 69.7 Mile Check,WA,46.93436,-119.56827,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site105,Ephrata - Pinto Dam 4 x 4,WA,47.44647,-119.24648,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site106,Ephrata - ELC 51.3 Mile Gage,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site107,Ephrata - WC 72.6 Mile Check,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site108,Ephrata - WC 73.8 Mile Check,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site109,Ephrata - WC20 WW#4,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site11,Ephrata - WC 20 mile check,WA,47.27164,-119.59314,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site12,Ephrata - Winchester Wasteway,WA,47.25254,-119.68478,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site13,Ephrata - WC 26 mile check,WA,47.25355,-119.70308,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site14,Ephrata - WC 36 mile check,WA,47.21302,-119.88969,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site15,Ephrata - WC 40 mile check,WA,47.1639,-119.89661,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site16,Ephrata - WC 44 mile check,WA,47.1161,-119.87464,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site17,Ephrata - Evergreen Resevoir,WA,47.12378,-119.93403,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site18,Ephrata - WC 52 mile check,WA,47.01894,-119.84226,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site19,Ephrata - Frenchman Hills Tunnel&WW,WA,46.97588,-119.66205,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site20,Ephrata - WC Bifurcation,WA,46.9471,-119.65176,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site21,Ephrata - WC 5th Wasteway,WA,46.93866,-119.29644,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site22,Ephrata - Royal Branch WW,WA,46.88603,-119.72651,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site23,Ephrata - ELC 10 mile check,WA,47.32347,-119.24448,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site24,Ephrata - ELC 20 mile check,WA,47.22481,-119.20034,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site25,Ephrata - ELC 23mi Ck & Rocky Coulee WW,WA,47.20023,-119.17928,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site26,Ephrata - ELC 37 mi (Webber) check,WA,47.08693,-119.08606,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site27,Ephrata - Webber gaging station,WA,47.0889,-119.08332,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site28,Ephrata - ELC 59.4(lind Coulee) ck & WW,WA,46.97302,-118.94492,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site29,Ephrata - Rocky Coulee WW Gage,WA,47.19355,-119.18801,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site30,Ephrata - ELC 65 (Warden) Check,WA,46.93487,-119.07658,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site31,Ephrata - ELC 71.5 mile Check,WA,46.8807,-119.06456,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site32,Ephrata - ELC 79.2 (KP#1) check,WA,46.82917,-119.00827,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site33,Ephrata - ELC 84.0 (KP#2) check,WA,46.77888,-118.9853,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site34,Ephrata - ELC 86.0 Scooteney WW,WA,46.75835,-118.97902,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site35,Ephrata - WBC 29.6 mile check,WA,46.76503,-119.50095,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site36,Ephrata - WBC 33.9 mile check,WA,46.76672,-119.58935,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site37,Ephrata - EBC Wasteway #1,WA,46.45198,-119.02885,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site38,Ephrata - WBC 48.0 mile check,WA,46.75431,-119.86434,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site39,Ephrata - WBC Headworks,WA,46.74403,-119.12304,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site40,Ephrata - PC 22.7 mile check,WA,46.74001,-119.11273,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site41,Ephrata - WBC 16.8 mile check,WA,46.72454,-119.33189,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site42,Ephrata - PC 38 (Mesa) check,WA,46.5906,-119.05183,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site43,Ephrata - Scooteney Outlet Headworks,WA,46.66896,-119.03255,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site44,Ephrata - PC 47 (Ringold) check,WA,46.50834,-119.17838,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site45,Ephrata - EBC 4.6 mile check,WA,46.50269,-119.10273,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site46,Ephrata - PC 63 mile check,WA,46.41626,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site47,Ephrata - PC 59.4 mile check,WA,46.41468,-119.17997,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site48,Ephrata - PC 66 mile check,WA,46.38215,-119.24544,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site49,Ephrata - WBC 3.0 (Radar) check,WA,46.70513,-119.14459,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site50,Ephrata - WC 67.2 mile check,WA,46.94313,-119.60373,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site51,Ephrata - WC 75.8 mile check,WA,46.93306,-119.47144,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site52,Ephrata - WC 84.1 mile check,WA,46.9231,-119.3568,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site53,Ephrata - Scooteney Inlet check,WA,46.72224,-119.0357,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site54,Ephrata - WBC 10 mile check,WA,46.68972,-119.22646,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site55,Ephrata - RBC 4.2 mile check,WA,46.92821,-119.712,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site56,Ephrata - RBC 6.1 mile check,WA,46.90593,-119.70614,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site57,Ephrata - Soda Lake Outlet Headworks,WA,46.95723,-119.22886,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site58,Ephrata - PC 8.7 mile Gage,WA,46.89894,-119.15983,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site59,Ephrata - EBC Headworks,WA,46.5109,-119.14708,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site60,Ephrata - WBC 40.5 (K) check,WA,46.76417,-119.72551,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site61,Ephrata - WBC 38 mile check,WA,46.76515,-119.66403,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site62,Ephrata - Mesa Wasteway Turnout,WA,46.56472,-119.06938,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site63,Ephrata - White Bluffs Ck & WW,WA,46.7656,-119.41899,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site64,Ephrata - Pasco Wasteway Gage,WA,46.37771,-119.25593,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site65,Ephrata - Priest Rapids WW Ck,WA,46.75358,-119.89256,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site66,Ephrata - ELC 30.7 mile gage,WA,47.11515,-119.15179,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site67,Ephrata - ELC 45.9 mile gage,WA,47.04802,-118.98146,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site68,Ephrata - Lind Coulee WW Gage,WA,46.96914,-119.00076,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site69,Ephrata - ELC 61.0 PP Gage,WA,46.98341,-119.03417,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site70,Ephrata - ELC Mile 85 Gage,WA,46.74124,-119.00567,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site71,Ephrata - PC Mile 53.5 Gage,WA,46.45038,-119.12362,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site72,Ephrata - Saddle Mountain Check,WA,46.75248,-119.79551,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site73,Ephrata - PC Mile 65 Check,WA,46.39632,-119.23553,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site74,Ephrata - PC 51 Mile Check,WA,46.47007,-119.14368,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site75,Ephrata - Rocky Coulee Waste Way Gates,WA,47.20178,-119.18148,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site76,Ephrata - Esquatzel Wasteway,WA,46.35835,-119.25103,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site77,Ephrata - Lind Coulee Waste Way  Gates,WA,46.97081,-118.94202,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site78,Ephrata - ELC 55 mile gage ,WA,46.9686,-118.95251,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site79,Ephrata - WC 77 mile check,WA,46.9211,-119.45894,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site7a,Ephrata - Moses Lake Gage @ Hallmark,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site80,Ephrata - Moses Lake Gage @ Hallmark,WA,47.10221,-119.3189,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site81,Ephrata - WC 82.5 mile check,WA,46.91947,-119.37768,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site82,Ephrata - Stratford Relay,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site83,Ephrata - PC Mile 56 Check,WA,0,0,0,US/Pacific,,,,0,,,,cbp,efo,PN,
site84,Ephrata - Royal Lake Outlet,WA,46.87631,-119.34822,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site85,Ephrata - WC 81.2 Check,WA,46.91605,-119.39884,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site86,Ephrata - WC 78.8 mile check,WA,46.92295,-119.43348,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site87,Ephrata - WC 80.6 mile check,WA,46.92333,-119.40358,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site88,Ephrata - Frenchman Hills WW,WA,46.97447,-119.4292,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site8a,Ephrata - RTU Test Site,WA,46.9828,-119.25857,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site90,Ephrata - PC 22.7 Pwr Plant,WA,46.73951,-119.11238,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site91,Ephrata - EBC 4.6 Pwr Plant,WA,46.50254,-119.10276,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site92,Ephrata - PC 66 Pwr Plant,WA,46.3821,-119.24529,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site95,Ephrata - WC 85.1 mile check,WA,46.92898,-119.34418,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site96,Ephrata - WC 85.6 mile check,WA,46.93049,-119.33342,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site97,Ephrata - WC 86.1 mile check,WA,46.93088,-119.32257,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site98,Ephrata - WC 86.6 mile check,WA,46.93207,-119.31306,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
site99,Ephrata - WC 87.2 mile check,WA,46.9352,-119.30171,0,US/Pacific,,,,0,,,,cbp,efo,PN,1.70E+11
sjno,"Snake River at Johnson Bar, OR (Idaho Power)",OR,45.46388889,-116.5544444,1260,US/Pacific,00:00.0,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
skhi,"Snake River at King Hill, ID",ID,43.00222222,-115.2016667,2492,US/Mountain,14:16.5,13154500,ft,0,,,,hydromet,usgs,PN,1.71E+11
skry,"Snake River Station, WY",WY,44.13342871,-110.6688667,6920,US/Mountain,.......................,,ft,0,cma_google_1,,,hydromet,pnro,PN,1.70E+11
slbo,"SF Little Butte Cr Collection Canal nr Pinehurst, OR",OR,42.28361111,-122.4002778,4640,US/Pacific,35:51.6,0,ft,0,,,,hydromet,BFO,PN,1.80E+11
slgi,SLUG CREEK DIVIDE,ID,42.55,-111.2833333,231.4166667,0,.......................,761,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.60E+11
slmi,"Salmon, Idaho AgriMet Weather Station",ID,45.277772,113.883958,1165.86,US - Mountain,9/7/2019,,m,0,,,,agrimet,pnro,PN,
slt01,"Silt, Colorado CoAgMet Weather Station",CO,39.5667,-107.693,1713,US/Mountain,5/8/2015,0,0,0,ccc,,T,agrimet,ccc,PN,1.40E+11
slty,SALT RIVER SUMMIT,WY,42.5,-110.9,239.3333333,0,.......................,730,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
slvo,SILVIES,OR,42.75,-118.6833333,234.5,0,.......................,759,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
slwi,"Silverwood WWTP Athol, Idaho Weather Station",ID,47.901142,-116.71243,712.3176,US/Pacific,6/26/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
smci,Minidoka Southside Canal,ID,42.6625,-113.4888889,4184,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
smlo,SUMMIT LAKE,OR,43.43333333,-122.1333333,215.5,0,.......................,801,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
smni,"Salmon River at Salmon, ID",ID,45.183611,-113.895278,0,US/Mountain,.......................,13302500,ft,0,,,,hydromet,usgs,PN,1.71E+11
smp,"STAMPEDE PASS WSO, WA (monthly)",WA,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
smpw,STAMPEDE PASS,WA,47.26666667,-121.3333333,185.1666667,0,.......................,788,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
smro,SUMMER RIM,OR,42.68333333,-120.8,238,0,.......................,800,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.80E+11
smti,SOUTH MTN.,ID,42.75,-116.9,224.3333333,0,.......................,774,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
smvn,"DRI - Smith Valley, Nevada Weather Station",NV,38.751389,-119.335556,1488.948,US/Pacific,8/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
snai,"Snake River at Blackfoot, ID",ID,43.19730611,-112.3693021,4490,US/Mountain,00:00.0,13062500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
snasys,jck + pal + rir + grs + isl + amf + min,ID,0,0,0,US/Mountain,,0,,0,,,,hydromet,,PN,
sncw,SUNNYSIDE CANAL,WA,46.49444444,-120.4277778,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
sndi,Sand Creek at Wolverine Road,ID,43.28277778,-112.1508333,4580,US/Mountain,44:37.5,13064500,ft,0,,,,hydromet,IDWR,PN,1.70E+11
sniy,SNIDER BASIN,WY,42.48333333,-110.5166667,244.3333333,0,.......................,765,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
snkn,"DRI - Snake Valley, Nevada Weather Station",NV,39.021111,-114.089722,1578.864,US/Pacific,8/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.60E+11
snot,TEMPLATE,,0,0,0,0,.......................,0,ft,0,,,,hydromet,,PN,
snsi,SUNSET,ID,47.55,-115.8166667,207.3333333,0,.......................,803,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
snsu,"UCC - Snowville South, Utah Weather Station",UT,41.86625,-112.72465,1466.6976,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
snti,"St. maries River nr Santa, ID",ID,47.176297,-116.492662,0,US/Pacific,.......................,12414900,ft,0,,,,hydromet,usgs,PN,1.70E+11
snwo,SNOW MOUNTAIN,OR,43.93333333,-119.5333333,222.8333333,0,.......................,767,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
snwu,"UCC - Snowville (West), Utah Weather Station",UT,41.98381667,-112.9119833,1354.2264,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
snyi,"Snake River at Nyssa, OR (USGS)",ID,42.89611111,-116.9838889,2170,US/Mountain,00:00.0,13213100,ft,0,,,,hydromet,usgs,PN,1.71E+11
sol,Soldiers Meadow Reservoir,ID,46.16722,-116.73666,4525,US/Pacific,21:55.4,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
sori,SOMSEN RANCH,ID,42.95,-111.35,224.3333333,0,.......................,770,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
souw,SOUTH NACHES CHANNEL COMPANY CANAL,WA,46.73305556,-120.7163889,1456,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
span,"DRI - Truckee Meadows, Nevada Weather Station",NV,39.503056,-119.737778,1338.072,US/Pacific,5/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
spbm,Spotted Bear Mountain,MT,0,0,0,,,,,0,,,T,,,PN,
spbo,"Sprague River near Beatty, OR",OR,42.447093,-121.238608,4320,US/Pacific,15:01.0,11497500,ft,0,,,,hydromet,owrd,PN,1.80E+11
spdi,"CLEARWATER RIVER AT SPAULDING, IDAHO",ID,46.448498,-116.827375,930,US/Pacific,00:00.0,13342500,ft,0,,,,hydromet,usgs,PN,1.71E+11
spfu,"UCC - Spanish Fork, Utah Weather Station",UT,40.0672,-111.6291167,1438.9608,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
spli,"Spirit Lake, Washington Weather Station",ID,47.987552,-116.884978,756,US/Pacific,11/19/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
splw,SURPRISE LAKES,WA,46.08333333,-121.75,192.5,0,.......................,804,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
spmi,SHEEP MTN.,ID,43.2,-111.6833333,220.5,0,.......................,749,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
spmw,SPENCER MEADOW,WA,46.16666667,-121.9166667,177.6666667,0,.......................,776,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sppi,Southpipe Pump,ID,43.84138889,-111.2438889,5930,US/Mountain,40:12.0,13053951,ft,0,,,,hydromet,IDWR,PN,1.70E+11
spsi,"SPRING CREEK AT SHEEPSKIN RD NR FORT HALL, IDAHO",ID,43.0425,-112.55,4375,US/Mountain,00:00.0,13075983,ft,0,,,,hydromet,usgs,PN,1.70E+11
sptw,SPIRIT LAKE,WA,46.25,-122.1666667,180.6666667,0,.......................,777,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
spvu,"San Pete Valley, Utah AgriMet Weather Station",UT,39.485745,-111.537214,1711,US/Mountain,3/16/2015,,m,0,agrimet_map,,,agrimet,pnro,PN,1.60E+11
sqfi,SQUAW FLAT,ID,44.76666667,-116.2333333,220,0,.......................,782,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
sqmi,Squaw Meadow,id,0,0,0,,,,,0,,,T,,,PN,
sqpm,SQUAW PEAK,MT,47.16666667,-114.3333333,216.5,0,.......................,783,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
sqso,"Whychus Creek at Sisters, OR",OR,44.28777778,-121.5433333,3170,US/Pacific,30:17.1,14076050,ft,0,,,,hydromet,owrd,PN,1.71E+11
sqwi,"Squaw Creek at Sweet, ID",ID,43.96666667,-116.3313889,2520,US/Mountain,.......................,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
srao,USBR Snake River Area Office West - LRGS,ID,43.61638889,-116.1880556,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,1.71E+11
srdm,"Sun River Diversion Dam, Montana",MT,47.62083,-112.70667,4370,MST,,,,,,,,,,GP,
srki,"Snake River at Kimberly, ID",ID,43.1975,-112.3691667,4490,US/Mountain,00:00.0,13090000,ft,0,,,,hydromet,USFO,PN,1.70E+11
sscn,SEVENTYSIX CREEK,NV,41.73333333,-115.4666667,233.3333333,0,.......................,746,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
ssvn,"DRI - Sand Spring Valley, Nevada Weather Station",NV,37.646667,-115.7975,1466.088,US/Pacific,12/10/2010,,m,0,agrimet_map,,,agrimet,dri,PN,1.61E+11
